snapshot_at,git_rev,label,date_from,date_to,experiment_id,trades,sum_r,expectancy_r,win_rate,avg_win_r,avg_loss_r,median_r_bps,same_bar_share,dead_on_arrival_share,median_pos_at_open_r,median_left_on_table_r
2026-08-30T11:19:48Z,d773de7,до фикса: 95 сделок на сломанном филе,2026-08-10,2026-08-28,or-fade-conservative,11,-0.0071736365585548,-0.0006521487780504,0.4545454545454545,1.236473684093777,-1.0315903428379063,46.22935789720475,0.0909090909090909,0.0,-0.0449232636172908,2.8959732219650967
2026-08-30T11:19:48Z,d773de7,до фикса: 95 сделок на сломанном филе,2026-08-10,2026-08-28,orc-complement,59,-40.03603957110116,-0.6785769418830706,0.1694915254237288,1.2657428351620534,-1.0753768963820751,24.761131032854063,0.5423728813559322,0.423728813559322,-0.6219519383835217,1.812208778866526
2026-08-30T11:19:48Z,d773de7,до фикса: 95 сделок на сломанном филе,2026-08-10,2026-08-28,orc-wave2,7,-2.279145066537863,-0.3255921523625518,0.2857142857142857,1.528499851049402,-1.0672289537273334,21.807750510879487,0.7142857142857143,0.2857142857142857,-0.9365685646942592,4.562761611602601
2026-08-30T11:19:48Z,d773de7,до фикса: 95 сделок на сломанном филе,2026-08-10,2026-08-28,session-orc-evening,1,1.5530355747606228,1.5530355747606228,1.0,1.5530355747606228,,69.23031723658413,0.0,0.0,0.0843427464090793,
2026-08-30T11:19:48Z,d773de7,до фикса: 95 сделок на сломанном филе,2026-08-10,2026-08-28,session-orc-morning,17,-2.042687685866466,-0.1201580991686156,0.4117647058823529,1.091573371460341,-0.9683701286088852,24.299362884197585,0.2941176470588235,0.2352941176470588,-0.0808050536225148,8.357017812443488
